|diff|    p a b ord est
  469459681836   15222269627491775903 5135044148676813215 2456731564491491855 15222269625145605588 15222270094605287424
  507011681044   10297553626041820511 2425737996980425034 5559947468979177320 10297553622761753364 10297553115750072320
  520653964732   12259337472518287051 496611630790660769 2575300956802310754 12259337467054065084 12259336946400100352
  114752218937   17471901787935247193 11173293910689134257 10117233795939123468 17471901786112780089 17471901671360561152
  279502606818   13057885031312324837 9807501086290635024 11854829030600931548 13057885033365721570 13057884753863114752
  149877644256   16606470416744354917 7778159392841508874 9123197380258887249 16606470421702288416 16606470571579932672
  319291072255   12564160372265178823 1244949112171803272 5262209488911919334 12564160371817651967 12564160052526579712
  407332173306   10010086486973509537 3308600724048001797 2944878878906913701 10010086492847491590 10010086900179664896
  323603198009   10182993121209575141 4122580534931964373 9067149869933810903 10182993123832033337 10182992800228835328
  153239674328   18393561644809036327 10580931863611643118 12085343461002160034 18393561642545979944 18393561795785654272
  285192724066   14209377703027495229 12797106151474259467 492902757534478431 14209377707672756638 14209377992865480704
  299192142922   12088410466359344407 6263994990414539586 9611785451847771390 12088410466473069642 12088410167280926720
  161319001387   14584333610147298917 4204285647138247284 11549126355300574602 14584333609488653611 14584333448169652224
  508465310913   9601440721464494521 411385166830744581 6929908501915895878 9601440718042492097 9601440209577181184
  374035035232   15651884839545762113 11267977074236132510 682318984310480292 15651884845984494688 15651884471949459456
  103142205587   15722146465378851263 161062394048048865 14971620190343743358 15722146460357023597 15722146563499229184
  473205553212   16475061971320132699 15970918173040316449 11183896570771376447 16475061966180730820 16475062439386284032
  103180212759   15070770688537398239 3756644858277583494 14902829764618977002 15070770689617500695 15070770586437287936
  14013865863   9557036444887662187 3297344518226574173 6389731106414434282 9557036446503313287 9557036432489447424
  528908162741   10504107944003014123 817256975880262236 54533379642661402 10504107940747536715 10504108469655699456
  57080130910   12780668128618449287 856954829289750385 7799550402970458603 12780668128606704290 12780668185686835200
  242496353616   12074646723868983773 4529561378133981264 957474438910926439 12074646723220780368 12074646480724426752
  385246676288   16451256192566974253 7869042571553306967 14246337156519032074 16451256198868354368 16451255813621678080
  48833237120   15762054487347185753 10046764821725471566 7996127262456720654 15762054486374224000 15762054437540986880
  303313412189   10339907102538936653 8872791816862434436 7951947707896312804 10339907099850219427 10339907403163631616
  52720945924   12810830040164008873 2104164309713805693 12020694142553658848 12810830041380932356 12810829988659986432
  361166863048   9634654994721179029 7890335314772248648 2466438493889037404 9634654995173803320 9634655356340666368
  362863528580   17467960287778040141 16666483153926442754 14551933089874296828 17467960285038512772 17467959922174984192
  198566296080   17978182597700070643 68229521596269446 1741692509974034503 17978182596920002032 17978182795486298112
  29754775175   13964705836064504029 3465033544770789458 3596819321703766412 13964705839604967801 13964705869359742976
  106849101180   13458277519135466261 9454118400851984333 11436375246387586647 13458277517524985212 13458277410675884032
  24418928556   11427170494792711913 10620741212738971463 10833699060456454830 11427170495825135532 11427170471406206976
  166632491258   10627990611370300999 3737433368291573991 4189707144237557115 10627990611389712634 10627990444757221376
  71053408582   14111884221205084157 1429141709644592414 2508244567132020916 14111884225777174202 14111884296830582784
  342110035838   10298321326336698659 8502703446475523486 9754747281321277118 10298321332267851906 10298321674377887744
  281823543015   12518990729037102953 811129231826051467 7319748049299665417 12518990733522370841 12518991015345913856
  517340167616   16878933431924136149 6664825237808949306 6033160793448344935 16878933433649168960 16878933950989336576
  66989270442   15631443520552802821 7554513756084027748 6935904658059803437 15631443518266746282 15631443451277475840
  498216462757   9684696831358249247 711780920549443362 3378215018445711340 9684696827760470437 9684696329544007680
  80334302589   11077446691184095099 1540756499066783968 10228972481172665757 11077446689270541693 11077446608936239104
  461348471863   16465944824254894481 9272559856110119535 16146260413995349990 16465944827620293577 16465945288968765440
  413352772347   13435579508800530547 8447946393240788788 7247533804142510709 13435579505984848635 13435579092632076288
  151192087427   15818607665823751213 8574376431804430261 12290434407685786593 15818607666923558013 15818607818115645440
  27884528447   9416807987161612447 8872158590380554879 1145310070141676836 9416807990133251265 9416808018017779712
  52857965081   17425073421550402459 1278940954253357098 8829827150917485775 17425073418275616231 17425073471133581312
  389148575606   17997107976992799869 11541555843801829275 16797691210375883171 17997107978772154230 17997107589623578624
  195136645782   13915427051978107889 234180039854243069 11304086457214623763 13915427052851096214 13915426857714450432
  174096144187   13069511908135171787 9683610868980813635 2055264965536830913 13069511915230701765 13069512089326845952
  182052163404   14338322306244660239 7104886926726183565 7726568768206409079 14338322301553446732 14338322119501283328
  282962700502   14364511668798510881 8290111858507093242 11603774477883954922 14364511669925980374 14364511386963279872
  129990693976   18401182645490618651 8359062216698599197 10952117919786701704 18401182640868463704 18401182510877769728
  58261987887   18060929892167933809 13033134921460366904 14438568095004625380 18060929899831452207 18060929841569464320
  494947725664   13038035771079175357 7649483472227636615 11356944734413563986 13038035765394600288 13038035270446874624
  548369970645   9430468901943652327 164392814796961134 1742567328655235069 9430468901622925867 9430469449992896512
  92619016620   12967534673589468991 5181205127144039713 5291737363848450918 12967534677492894124 12967534584873877504
  294734989935   11002109976367303331 871188716046795855 6504689639015547153 11002109976489293201 11002110271224283136
  420559738346   12935213761371019673 48628056377197486 9919718781756024818 12935213761623512554 12935213341063774208
  275060990534   17504199547202522677 6958384523986016727 6519002626424139280 17504199550365490618 17504199825426481152
  535730537816   11773547984794626509 9823299481069043533 5291765005267490297 11773547984262314664 11773548519992852480
  64593560472   17737185168978035567 6230055553018064477 14298471522387659820 17737185175247027304 17737185239840587776
  181779893220   16780953345188932769 1235980757671897200 10964358536221377873 16780953353083227108 16780953171303333888
  371261391718   12712619779747338713 4282702266399141721 2834073808893579916 12712619782305170278 12712619411043778560
  250220309029   18374279411270035079 18208236693417621492 16265491297774747695 18374279410149037531 18374279660369346560
  258120513234   9748643672882287961 9026521497146715689 8208567656015447410 9748643667694946606 9748643925815459840
  429145477012   17398948400362216417 1173020255493132778 4655343958059677367 17398948404491472788 17398947975345995776
  380076678193   10193789618173029797 4298778639298804339 7328953301800704807 10193789624336917455 10193790004413595648
  88754079777   12365589446367823943 4598108365743310635 12266766535377108453 12365589440815941665 12365589352061861888
  519205821050   16998041320716193571 14112020334422045164 14468333413857698194 16998041327397234054 16998041846603055104
  23772141616   12535000985891187407 9510817154029940678 4501878533127583162 12535000980385818576 12535001004157960192
  352288187354   14199742232273783039 9340714244144928436 9507061748655230615 14199742225247839194 14199741872959651840
  133754801007   15700326892862707357 3993756496215566326 140848874550229615 15700326889000815471 15700326755246014464
  479604858218   16925364744162763307 5820771190342633917 16087883344062893047 16925364747913831062 16925365227518689280
